image_name,fused_text
361.jpeg,"- OCR_TEXT: MAI HOON TIGER MAI HOON REAL TIGER AUR MAI ALIA Bhatt
- IMAGE_DESCRIPTION: The image is a meme featuring a photograph of a man with a blue shirt, a tiger, and text in different colors and fonts.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme that plays on the phrase ""Mai hoon tigress"" (I am a tiger) and ""Mai hoon real tiger"" (I am a real tiger), with the final line ""Aur mai alia bhatt"" (And my name is Alia Bhatt)."
211.jpeg,"- OCR_TEXT: Ye Jo Friendship Day Wish Kiya Ja Rahe Hai, Abhi 2000 Rupee Mang Lunga Toh 4 Din Tak Phone Nahi Uthayenge.
- IMAGE_DESCRIPTION: The image contains a text message in Hindi, which translates to ""Wish you a happy Friendship Day, Abhi 2000 rupees are needed to make a phone call, and it takes 4 days to be charged.""
- TARGET_GROUP: The text is a message and does not belong to any specific target group.
- INTENT: Neutral
- EXPLANATION: The text is a friendly message wishing a happy Friendship Day and providing a humorous anecdote about the cost of making a phone call."
243.jpg,Zindagi legi dobara..
391.jpg,"- OCR_TEXT: ""Balak paneer 😊""
- IMAGE_DESCRIPTION: ""A baby is sitting in a large pot on a stove, with a person stirring a pot of food in the background.""
- TARGET_GROUP: ""Children""
- INTENT: ""Neutral""
- EXPLANATION: ""The image depicts a playful scene of a baby sitting in a pot, with a person stirring a pot of food in the background. The target group is children, and the intent is neutral. The image is a lighthearted and amusing depiction of a child's curiosity and playfulness."""
615.jpeg,"- OCR_TEXT: ""When father is watching news from 3hrs Me to Mom Humko Remotwa Dilwa Do""
- IMAGE_DESCRIPTION: ""A man is shown in a scene from a movie, looking concerned and speaking to his mother.""
- TARGET_GROUP: ""Adults""
- INTENT: ""Neutral""
- EXPLANATION: The image is a meme that humorously depicts a situation where a father is watching the news for a long time, and the speaker is concerned about it."
537.jpg,"- OCR_TEXT: ""Asli Dost Kon Hai? Jo Exam Me Ek ""Khansi"" Par Aapki Taraf Dekhe Adbhut""
- IMAGE_DESCRIPTION: ""Three images of a man and a woman with text in between.""
- TARGET_GROUP: ""neutral""
- INTENT: ""neutral""
- EXPLANATION: The image contains text in Hindi and English, with a focus on the concept of true friends. The text is not hateful or offensive, and the images are used to illustrate the concept."
635.jpg,"- OCR_TEXT: लिख के लेले तू चूतिया है। ~ Mahatma gandhi
- IMAGE_DESCRIPTION: A black and white photograph of Mahatma Gandhi, a prominent Indian political and spiritual leader, wearing glasses and a shirt.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a photograph of Mahatma Gandhi, a historical figure known for his nonviolent civil disobedience and pacifism. The text in the image is a quote attributed to him, which is a neutral statement about the act of writing."
609.jpeg,"Tiktok vs Youtube पर आज Carry Minati का वीडियो देखने के बाद...
*टिकटोकर
तक्त नहीं निकला, पर पीड़ा बहुत हो रही है"
177.jpg,"- OCR_TEXT: Yeh dekh bina daati ka chakka
- IMAGE_DESCRIPTION: A young child in a gray shirt is pointing towards the camera with a smile.
- TARGET_GROUP: Children
- INTENT: Neutral
- EXPLANATION: The image is a casual, playful photograph of a child pointing towards the camera, which is a common and harmless action."
508.jpeg,"OCR_TEXT: 'simple tasks' ki jagah 'low-hanging fruits' bol diya
IMAGE_DESCRIPTION: A man in a vest and sunglasses is standing in front of a car, with text above him.
TARGET_GROUP: The image is likely intended for a general audience, so there is no specific target group.
INTENT: The intent of the image is to be humorous and light-hearted, as indicated by the text and the casual pose of the man.
EXPLANATION: The image is a meme that plays on the phrase ""simple tasks"" and ""low-hanging fruits,"" suggesting that the man is trying to complete simple tasks but is struggling with the ""low-hanging fruits."""
691.jpeg,"- OCR_TEXT: MAIN... MERE KO SAB AATA HAI MAIN A.I. EXPERT HOON
- IMAGE_DESCRIPTION: A meme with a man in a white shirt and another man in a white kurta standing in front of a white brick wall. The man in the white shirt is holding a newspaper and the man in the white kurta is looking at him. The text on the image reads ""MAIN... MERE KO SAB AATA HAI MAIN A.I. EXPERT HOON"".
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous tone, and there is no explicit content that would indicate any harmful or offensive intent."
783.jpg,"- OCR_TEXT: उन्नाव केस में पकड़ा गया हत्यारोपी भी gay beem gay meem वाला ही निकला। लूपी में कुछ भी हो, केवल सवर्णों को टारगेट करने की कुप्रथा चुकी है।
- IMAGE_DESCRIPTION: A tweet by Ach. Ankur Arya, a political figure, discussing a case involving a person who was killed in an attack.
- TARGET_GROUP: The tweet is targeted towards a specific group, likely those who support or oppose the political figure Ach. Ankur Arya.
- INTENT: Hateful
- EXPLANATION: The tweet contains offensive language and is targeted towards a specific group, which is likely to be offensive and harmful."
153.jpeg,"- OCR_TEXT: Baat ko samajh bhai, Bhagwan ke pass mobile nahi hai wo tera Bhakti wala status nahi dekh sakte
- IMAGE_DESCRIPTION: The image contains text in a language that appears to be Hindi, discussing a conversation between two men.
- TARGET_GROUP: The text is not suitable for children and may be considered offensive or inappropriate.
- INTENT: Hateful
- EXPLANATION: The text contains offensive language and may be intended to cause harm or distress to others."
656.jpeg,"- OCR_TEXT: Jo main padhta hoon wo exam mein nahi aata hai
- IMAGE_DESCRIPTION: The image contains a text in a language that appears to be Hindi. The text is a quote that translates to ""If I have to take an exam, I won't be able to do it.""
- TARGET_GROUP: The text is not targeted towards any specific group, as it is a general statement about the difficulty of exams.
- INTENT: Neutral
- EXPLANATION: The text is a general statement about the difficulty of exams and does not contain any hateful or offensive content."
139.jpeg,"OCR_TEXT: Teri maa ka dekisugi
IMAGE_DESCRIPTION: An animated character is standing in a fighting stance, holding a weapon. Another character is standing behind them, observing.
TARGET_GROUP: Children and teenagers
INTENT: Hateful
EXPLANATION: The image contains a cartoon character in a fighting stance, which could be interpreted as aggressive or threatening. The text ""Teri maa ka dekisugi"" is also offensive and could be seen as racist or discriminatory."
172.jpeg,"- OCR_TEXT: Gf k saath date Dhoni se meetup
- IMAGE_DESCRIPTION: Two men wearing caps and sunglasses, one with a beard and the other without, with text above them.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image contains text and two men wearing caps and sunglasses, with text above them. There is no indication of any hateful or offensive content."
97.jpeg,"- OCR_TEXT: THANOS THANOSWARAM SUBHRAMANYAM AYYER @go guwahati gone.
- IMAGE_DESCRIPTION: The image contains a meme featuring a character named Thanos from the Marvel Cinematic Universe. The meme humorously depicts the character with a different appearance, possibly to make a point about the character's identity or personality.
- TARGET_GROUP: The image is likely intended for a general audience, as it does not contain any explicit or offensive content.
- INTENT: The intent of the image is to create a humorous or satirical effect by changing the appearance of the character.
- EXPLANATION: The image is a meme that plays on the character Thanos from the Marvel Cinematic Universe, changing his appearance to create a humorous effect."
672.jpeg,"- OCR_TEXT: Bad-ass personality (गंदी गांड़ व्यक्तित्व)
- IMAGE_DESCRIPTION: A man in a casual outfit leaning against a yellow wall.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image depicts a person in a casual outfit against a yellow background, with text overlaid that appears to be a statement or quote."
208.jpeg,"- OCR_TEXT: Papa ne Bole Car Denge Tumhe Nahi Mujhe JCB Chaiye Mazdoor Salaa
- IMAGE_DESCRIPTION: The image contains a collage of three scenes from a movie or TV show, with text overlaid on top of each scene.
- TARGET_GROUP: The image is suitable for all target groups.
- INTENT: Neutral
- EXPLANATION: The image is a collage of scenes from a movie or TV show, with text overlaid on top of each scene."
294.jpeg,"- OCR_TEXT: BADHIYA JOKE MARA HAI YE LO JAMUN KHAO
- IMAGE_DESCRIPTION: The image contains a meme with a man pointing at a small object, possibly a button or a piece of jewelry. The text on the meme is in Hindi and translates to ""Badhiya joke mara hai, ye lo jamun khao"" which means ""Badhiya joke is true, ye lo jamun khao"" in English.
- TARGET_GROUP: The image is not suitable for children or individuals with cognitive disabilities due to the use of the term ""jamun"" which is a derogatory term for a female.
- INTENT: Offensive
- EXPLANATION: The image contains a derogatory term and a meme that may be offensive to some individuals."
658.jpg,"- OCR_TEXT: MAI HOON REAL TIGER
- IMAGE_DESCRIPTION: A meme featuring a man with a tiger, with text in Hindi.
- TARGET_GROUP: General
- INTENT: Neutral
- EXPLANATION: The image is a meme with a humorous twist, combining a real tiger with a man in a blue shirt."
375.jpg,"- OCR_TEXT: ""जब आप चल रहे होते हैं लेकिन आपका दोस्त आपका हाथ पकड़ लेता है""
- IMAGE_DESCRIPTION: ""A child sitting in a car, looking out the window with a serious expression.""
- TARGET_GROUP: ""Children""
- INTENT: ""Neutral""
- EXPLANATION: The image depicts a child sitting in a car, looking out the window with a serious expression. The text above the image is in Hindi and translates to ""When you are driving, but your friend is holding your hand."" This text is neutral and does not contain any hateful or offensive content."
1.jpeg,"- OCR_TEXT: ""Hey! Anjali"", ""Humm... anjali"", ""oh shitt! patanjali""
- IMAGE_DESCRIPTION: ""A collage of photos featuring a man with a beard and a woman with a windblown hairstyle, with text overlaying the images.""
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The collage is a humorous and light-hearted image, likely intended for entertainment and amusement."
427.jpg,"- OCR_TEXT: YE TRANSGENDER SIRF ATTENTION KE LIYE AISE HAIN
- IMAGE_DESCRIPTION: Two men in underwear are walking down a street holding a rainbow flag. The text above them reads, ""YE TRANSGENDER SIRF ATTENTION KE LIYE AISE HAIN.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image depicts a scene from a pride parade, where two men are walking down a street holding a rainbow flag. The text above them is a statement about transgender people, which is neutral and does not contain any hateful or offensive language."
212.jpg,"- OCR_TEXT: LESBIANS SAMAJ KI GANDGI HAIN
- IMAGE_DESCRIPTION: A meme with a man in a suit pointing at the viewer, with the text ""LESBIANS SAMAJ KI GANDGI HAIN"" written below him.
- TARGET_GROUP: The image is likely intended for a group that might be sensitive to the content, such as LGBTQ+ individuals or those who are against homophobia.
- INTENT: Hateful
- EXPLANATION: The text ""LESBIANS SAMAJ KI GANDGI HAIN"" is a derogatory and offensive phrase that is not appropriate for a public or professional setting. It is important to avoid using such language and to promote inclusivity and respect for all individuals."
198.jpg,"- OCR_TEXT: TRANSGENDER : Kaun hai ye log? Kahan se aate hai?
- IMAGE_DESCRIPTION: A man in a suit is standing in front of a crowd, with a question written on the image in Hindi.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: Neutral
- EXPLANATION: The image is a meme with a question written in Hindi, which is a language spoken in India. The question is not related to any hate speech or offensive content."
557.jpg,"- OCR_TEXT: तुमने मेरे बेटे को मारा क्योंकि तुम्हारा बेटा हिज़ा है
- IMAGE_DESCRIPTION: The image shows two women pointing at a cat, with one of the women speaking in Hindi. The cat appears to be looking at the food on the table.
- TARGET_GROUP: The image is not suitable for children or individuals with cognitive disabilities.
- INTENT: Neutral
- EXPLANATION: The image is a humorous and light-hearted depiction of a cat looking at food, with no harmful or offensive intent."
